,votes,eevp,timestamp,state,vote_share_rep,vote_share_dem,vote_share_trd
0,0,0,2020-11-04 10:01:44+00:00,alaska,0.0,0.0,0.0
1,113744,31,2020-11-04 07:47:41+00:00,alaska,0.605,0.352,0.04300000000000004
2,132475,36,2020-11-04 08:57:55+00:00,alaska,0.614,0.347,0.039000000000000035
3,172031,56,2020-11-04 18:34:58+00:00,alaska,0.629,0.33,0.040999999999999925
4,190970,61,2020-11-09 19:09:13+00:00,alaska,0.622,0.336,0.04200000000000004
5,240234,75,2020-11-11 02:46:15+00:00,alaska,0.58,0.381,0.039000000000000035
6,260983,75,2020-11-11 13:18:28+00:00,alaska,0.569,0.391,0.040000000000000036
7,286788,78,2020-11-12 16:41:43+00:00,alaska,0.559,0.403,0.03799999999999992
8,312033,99,2020-11-13 02:25:15+00:00,alaska,0.541,0.421,0.038000000000000034
9,325194,99,2020-11-13 13:55:46+00:00,alaska,0.533,0.425,0.04200000000000004
10,334789,99,2020-11-14 02:43:02+00:00,alaska,0.535,0.427,0.038000000000000034
11,0,0,2020-11-04 10:02:44+00:00,alabama,0.0,0.0,0.0
12,1053,0,2020-11-04 01:23:07+00:00,alabama,0.407,0.585,0.008000000000000007
13,2190,0,2020-11-04 01:28:39+00:00,alabama,0.395,0.602,0.0030000000000000027
14,3709,0,2020-11-04 01:29:35+00:00,alabama,0.506,0.489,0.0050000000000000044
15,4280,0,2020-11-04 01:32:46+00:00,alabama,0.52,0.474,0.006000000000000005
16,5249,0,2020-11-04 01:40:51+00:00,alabama,0.516,0.476,0.008000000000000007
17,8971,0,2020-11-04 01:41:31+00:00,alabama,0.472,0.52,0.008000000000000007
18,9234,0,2020-11-04 01:42:13+00:00,alabama,0.463,0.53,0.006999999999999895
19,10648,0,2020-11-04 01:43:04+00:00,alabama,0.439,0.551,0.010000000000000009
20,11670,0,2020-11-04 01:45:58+00:00,alabama,0.475,0.515,0.010000000000000009
21,11672,0,2020-11-04 01:46:29+00:00,alabama,0.475,0.515,0.010000000000000009
22,18631,1,2020-11-04 01:49:11+00:00,alabama,0.398,0.592,0.010000000000000009
23,21290,1,2020-11-04 01:52:02+00:00,alabama,0.406,0.58,0.014000000000000012
24,23626,1,2020-11-04 01:55:09+00:00,alabama,0.423,0.564,0.013000000000000123
25,30815,1,2020-11-04 01:56:07+00:00,alabama,0.452,0.533,0.014999999999999902
26,32278,1,2020-11-04 01:57:36+00:00,alabama,0.454,0.53,0.016000000000000014
27,40640,2,2020-11-04 02:00:03+00:00,alabama,0.468,0.519,0.0129999999999999
28,57276,2,2020-11-04 02:02:35+00:00,alabama,0.462,0.526,0.01200000000000001
29,57720,2,2020-11-04 02:02:42+00:00,alabama,0.465,0.523,0.01200000000000001
30,60973,3,2020-11-04 02:03:00+00:00,alabama,0.489,0.499,0.01200000000000001
31,61798,3,2020-11-04 02:04:16+00:00,alabama,0.491,0.497,0.01200000000000001
32,64748,3,2020-11-04 02:06:06+00:00,alabama,0.498,0.49,0.01200000000000001
33,66834,3,2020-11-04 02:08:52+00:00,alabama,0.497,0.49,0.013000000000000012
34,87270,4,2020-11-04 02:09:29+00:00,alabama,0.538,0.449,0.0129999999999999
35,87819,4,2020-11-04 02:09:46+00:00,alabama,0.54,0.447,0.0129999999999999
36,96685,4,2020-11-04 02:10:50+00:00,alabama,0.501,0.485,0.014000000000000012
37,102521,4,2020-11-04 02:12:20+00:00,alabama,0.514,0.473,0.013000000000000012
38,106641,4,2020-11-04 02:12:31+00:00,alabama,0.517,0.47,0.013000000000000012
39,110254,5,2020-11-04 02:16:36+00:00,alabama,0.522,0.466,0.01200000000000001
40,115261,5,2020-11-04 02:16:48+00:00,alabama,0.539,0.449,0.01200000000000001
41,117598,5,2020-11-04 02:17:24+00:00,alabama,0.544,0.444,0.01200000000000001
42,150325,6,2020-11-04 02:18:14+00:00,alabama,0.503,0.485,0.01200000000000001
43,167645,7,2020-11-04 02:19:55+00:00,alabama,0.489,0.499,0.01200000000000001
44,177093,7,2020-11-04 02:22:05+00:00,alabama,0.502,0.487,0.01100000000000001
45,193780,8,2020-11-04 02:22:13+00:00,alabama,0.51,0.477,0.013000000000000012
46,200496,8,2020-11-04 02:22:55+00:00,alabama,0.523,0.465,0.01200000000000001
47,210956,9,2020-11-04 02:23:15+00:00,alabama,0.531,0.457,0.01200000000000001
48,218259,9,2020-11-04 02:23:54+00:00,alabama,0.54,0.447,0.0129999999999999
49,218829,9,2020-11-04 02:25:01+00:00,alabama,0.541,0.447,0.01200000000000001
50,233304,10,2020-11-04 02:26:10+00:00,alabama,0.547,0.44,0.0129999999999999
51,242977,10,2020-11-04 02:26:59+00:00,alabama,0.555,0.432,0.0129999999999999
52,252138,11,2020-11-04 02:27:21+00:00,alabama,0.56,0.428,0.01200000000000001
53,255016,11,2020-11-04 02:27:48+00:00,alabama,0.559,0.429,0.01200000000000001
54,257678,11,2020-11-04 02:28:17+00:00,alabama,0.562,0.425,0.0129999999999999
55,264984,11,2020-11-04 02:29:00+00:00,alabama,0.568,0.42,0.01200000000000001
56,269473,11,2020-11-04 02:31:33+00:00,alabama,0.569,0.419,0.01200000000000001
57,270553,11,2020-11-04 02:31:58+00:00,alabama,0.57,0.418,0.01200000000000001
58,273485,11,2020-11-04 02:32:19+00:00,alabama,0.572,0.416,0.01200000000000001
59,289656,12,2020-11-04 02:32:33+00:00,alabama,0.591,0.397,0.01200000000000001
60,303052,13,2020-11-04 02:33:33+00:00,alabama,0.603,0.386,0.01100000000000001
61,307778,13,2020-11-04 02:33:39+00:00,alabama,0.6,0.388,0.01200000000000001
62,310028,13,2020-11-04 02:34:46+00:00,alabama,0.602,0.386,0.01200000000000001
63,316226,13,2020-11-04 02:35:38+00:00,alabama,0.605,0.384,0.01100000000000001
64,351230,15,2020-11-04 02:35:52+00:00,alabama,0.568,0.42,0.01200000000000001
65,382216,16,2020-11-04 02:38:15+00:00,alabama,0.569,0.419,0.01200000000000001
66,387164,16,2020-11-04 02:38:29+00:00,alabama,0.573,0.414,0.013000000000000123
67,388800,16,2020-11-04 02:38:46+00:00,alabama,0.573,0.415,0.01200000000000001
68,394235,17,2020-11-04 02:39:23+00:00,alabama,0.578,0.41,0.01200000000000001
69,398903,17,2020-11-04 02:39:35+00:00,alabama,0.578,0.41,0.01200000000000001
70,401116,17,2020-11-04 02:40:43+00:00,alabama,0.578,0.41,0.01200000000000001
71,402460,17,2020-11-04 02:42:18+00:00,alabama,0.579,0.409,0.01200000000000001
72,406849,17,2020-11-04 02:43:53+00:00,alabama,0.581,0.407,0.01200000000000001
73,422048,18,2020-11-04 02:45:28+00:00,alabama,0.57,0.419,0.01100000000000012
74,426538,18,2020-11-04 02:45:43+00:00,alabama,0.571,0.417,0.01200000000000001
75,440871,19,2020-11-04 02:45:54+00:00,alabama,0.582,0.406,0.01200000000000001
76,452145,19,2020-11-04 02:50:20+00:00,alabama,0.586,0.402,0.01200000000000001
77,454854,19,2020-11-04 02:50:58+00:00,alabama,0.587,0.401,0.01200000000000001
78,459786,19,2020-11-04 02:51:56+00:00,alabama,0.587,0.401,0.01200000000000001
79,473200,20,2020-11-04 02:52:39+00:00,alabama,0.593,0.395,0.01200000000000001
80,480531,20,2020-11-04 02:52:42+00:00,alabama,0.596,0.392,0.01200000000000001
81,514594,22,2020-11-04 02:54:26+00:00,alabama,0.592,0.396,0.01200000000000001
82,516083,22,2020-11-04 02:55:57+00:00,alabama,0.592,0.396,0.01200000000000001
83,554303,23,2020-11-04 02:56:15+00:00,alabama,0.595,0.393,0.01200000000000001
84,566449,24,2020-11-04 02:56:28+00:00,alabama,0.597,0.391,0.01200000000000001
85,573225,24,2020-11-04 02:57:53+00:00,alabama,0.594,0.394,0.01200000000000001
86,583921,25,2020-11-04 02:58:08+00:00,alabama,0.595,0.393,0.01200000000000001
87,589136,25,2020-11-04 02:58:42+00:00,alabama,0.592,0.396,0.01200000000000001
88,590341,25,2020-11-04 02:59:22+00:00,alabama,0.592,0.396,0.01200000000000001
89,593003,25,2020-11-04 03:01:01+00:00,alabama,0.592,0.396,0.01200000000000001
90,605794,25,2020-11-04 03:03:29+00:00,alabama,0.598,0.39,0.01200000000000001
91,635162,27,2020-11-04 03:06:21+00:00,alabama,0.607,0.381,0.01200000000000001
92,642315,27,2020-11-04 03:06:59+00:00,alabama,0.606,0.382,0.01200000000000001
93,652784,27,2020-11-04 03:08:18+00:00,alabama,0.61,0.378,0.01200000000000001
94,661443,28,2020-11-04 03:09:05+00:00,alabama,0.613,0.375,0.01200000000000001
95,743828,31,2020-11-04 03:09:25+00:00,alabama,0.586,0.401,0.013000000000000012
96,753131,32,2020-11-04 03:12:01+00:00,alabama,0.59,0.397,0.013000000000000012
97,754766,32,2020-11-04 03:14:02+00:00,alabama,0.591,0.397,0.01200000000000001
98,761603,32,2020-11-04 03:14:47+00:00,alabama,0.593,0.394,0.013000000000000012
99,769023,32,2020-11-04 03:15:22+00:00,alabama,0.593,0.395,0.01200000000000001
100,804036,34,2020-11-04 03:16:18+00:00,alabama,0.596,0.392,0.01200000000000001
101,832953,35,2020-11-04 03:16:42+00:00,alabama,0.605,0.383,0.01200000000000001
102,845228,36,2020-11-04 03:17:36+00:00,alabama,0.609,0.379,0.01200000000000001
103,854682,36,2020-11-04 03:18:38+00:00,alabama,0.608,0.38,0.01200000000000001
104,887955,37,2020-11-04 03:19:26+00:00,alabama,0.606,0.382,0.01200000000000001
105,905303,38,2020-11-04 03:20:10+00:00,alabama,0.61,0.378,0.01200000000000001
106,917962,39,2020-11-04 03:20:36+00:00,alabama,0.612,0.376,0.01200000000000001
107,926122,39,2020-11-04 03:21:04+00:00,alabama,0.614,0.374,0.01200000000000001
108,927741,39,2020-11-04 03:22:41+00:00,alabama,0.614,0.374,0.01200000000000001
109,961095,40,2020-11-04 03:23:35+00:00,alabama,0.62,0.368,0.01200000000000001
110,970877,41,2020-11-04 03:24:12+00:00,alabama,0.621,0.367,0.01200000000000001
111,1019460,43,2020-11-04 03:25:19+00:00,alabama,0.625,0.362,0.013000000000000012
112,1020191,43,2020-11-04 03:25:56+00:00,alabama,0.626,0.362,0.01200000000000001
113,1036595,44,2020-11-04 03:26:28+00:00,alabama,0.624,0.363,0.013000000000000012
114,1042877,44,2020-11-04 03:26:41+00:00,alabama,0.622,0.366,0.01200000000000001
115,1045742,44,2020-11-04 03:28:28+00:00,alabama,0.623,0.365,0.01200000000000001
116,1053693,44,2020-11-04 03:30:56+00:00,alabama,0.623,0.365,0.01200000000000001
117,1091758,46,2020-11-04 03:32:55+00:00,alabama,0.623,0.365,0.01200000000000001
118,1093509,46,2020-11-04 03:33:16+00:00,alabama,0.623,0.365,0.01200000000000001
119,1109466,47,2020-11-04 03:33:50+00:00,alabama,0.625,0.363,0.01200000000000001
120,1118645,47,2020-11-04 03:34:12+00:00,alabama,0.627,0.361,0.01200000000000001
121,1131209,48,2020-11-04 03:35:23+00:00,alabama,0.629,0.359,0.01200000000000001
122,1139283,48,2020-11-04 03:36:04+00:00,alabama,0.631,0.358,0.01100000000000001
123,1163951,49,2020-11-04 03:36:19+00:00,alabama,0.632,0.356,0.01200000000000001
124,1169348,49,2020-11-04 03:36:41+00:00,alabama,0.632,0.356,0.01200000000000001
125,1181775,50,2020-11-04 03:39:21+00:00,alabama,0.627,0.361,0.01200000000000001
126,1230361,52,2020-11-04 03:41:28+00:00,alabama,0.627,0.361,0.01200000000000001
127,1274884,54,2020-11-04 03:44:11+00:00,alabama,0.624,0.364,0.01200000000000001
128,1275671,54,2020-11-04 03:44:37+00:00,alabama,0.624,0.364,0.01200000000000001
129,1281555,54,2020-11-04 03:44:58+00:00,alabama,0.622,0.365,0.013000000000000012
130,1286158,54,2020-11-04 03:46:24+00:00,alabama,0.621,0.366,0.013000000000000012
131,1291940,54,2020-11-04 03:48:07+00:00,alabama,0.62,0.367,0.013000000000000012
132,1310559,55,2020-11-04 03:49:33+00:00,alabama,0.621,0.366,0.013000000000000012
133,1326406,56,2020-11-04 03:49:58+00:00,alabama,0.624,0.363,0.013000000000000012
134,1355319,57,2020-11-04 03:50:06+00:00,alabama,0.624,0.363,0.013000000000000012
135,1441203,61,2020-11-04 03:51:49+00:00,alabama,0.631,0.356,0.013000000000000012
136,1447063,61,2020-11-04 03:52:41+00:00,alabama,0.632,0.355,0.013000000000000012
137,1458644,61,2020-11-04 03:53:35+00:00,alabama,0.632,0.355,0.013000000000000012
138,1504394,63,2020-11-04 03:54:06+00:00,alabama,0.635,0.352,0.013000000000000012
139,1527500,64,2020-11-04 03:54:19+00:00,alabama,0.637,0.35,0.013000000000000012
140,1529147,64,2020-11-04 03:55:07+00:00,alabama,0.637,0.35,0.013000000000000012
141,1537999,65,2020-11-04 03:55:21+00:00,alabama,0.638,0.35,0.01200000000000001
142,1544770,65,2020-11-04 03:56:43+00:00,alabama,0.639,0.349,0.01200000000000001
143,1546202,65,2020-11-04 03:59:40+00:00,alabama,0.639,0.349,0.01200000000000001
144,1575524,66,2020-11-04 04:00:00+00:00,alabama,0.643,0.345,0.01200000000000001
145,1607898,68,2020-11-04 04:03:03+00:00,alabama,0.644,0.343,0.0129999999999999
146,1608907,68,2020-11-04 04:04:42+00:00,alabama,0.644,0.343,0.0129999999999999
147,1619603,68,2020-11-04 04:12:03+00:00,alabama,0.645,0.342,0.0129999999999999
148,1641573,69,2020-11-04 04:15:33+00:00,alabama,0.645,0.342,0.0129999999999999
149,1662540,70,2020-11-04 04:17:29+00:00,alabama,0.648,0.339,0.0129999999999999
150,1665303,70,2020-11-04 04:18:55+00:00,alabama,0.648,0.339,0.0129999999999999
151,1669292,70,2020-11-04 04:27:41+00:00,alabama,0.648,0.339,0.0129999999999999
152,1713773,72,2020-11-04 04:33:36+00:00,alabama,0.648,0.339,0.0129999999999999
153,1715970,72,2020-11-04 04:39:13+00:00,alabama,0.648,0.339,0.0129999999999999
154,1750084,74,2020-11-04 04:43:59+00:00,alabama,0.651,0.336,0.0129999999999999
155,1801704,76,2020-11-04 04:47:53+00:00,alabama,0.648,0.338,0.014000000000000012
156,1823884,77,2020-11-04 04:59:39+00:00,alabama,0.649,0.337,0.014000000000000012
157,1866433,78,2020-11-04 05:04:23+00:00,alabama,0.647,0.339,0.014000000000000012
158,1866604,78,2020-11-04 05:05:17+00:00,alabama,0.647,0.339,0.014000000000000012
159,1962099,82,2020-11-04 05:06:58+00:00,alabama,0.64,0.347,0.013000000000000012
160,1974957,83,2020-11-04 05:34:58+00:00,alabama,0.638,0.348,0.014000000000000012
161,1997169,84,2020-11-04 05:40:33+00:00,alabama,0.639,0.347,0.014000000000000012
162,2002041,84,2020-11-04 05:52:31+00:00,alabama,0.639,0.347,0.014000000000000012
163,2009963,84,2020-11-04 06:12:38+00:00,alabama,0.639,0.348,0.013000000000000012
164,2037602,89,2020-11-04 06:27:48+00:00,alabama,0.64,0.347,0.013000000000000012
165,2039674,89,2020-11-04 06:29:29+00:00,alabama,0.64,0.346,0.014000000000000012
166,2054943,89,2020-11-04 06:30:35+00:00,alabama,0.639,0.347,0.014000000000000012
167,2056085,89,2020-11-04 06:31:52+00:00,alabama,0.639,0.347,0.014000000000000012
168,2062702,90,2020-11-04 06:32:55+00:00,alabama,0.64,0.347,0.013000000000000012
169,2075240,90,2020-11-04 06:33:57+00:00,alabama,0.641,0.345,0.014000000000000012
170,2107783,92,2020-11-04 06:35:22+00:00,alabama,0.635,0.352,0.013000000000000012
171,2109338,92,2020-11-04 06:36:18+00:00,alabama,0.635,0.352,0.013000000000000012
172,2120162,92,2020-11-04 06:37:13+00:00,alabama,0.636,0.351,0.013000000000000012
173,2141270,93,2020-11-04 06:38:09+00:00,alabama,0.634,0.352,0.014000000000000012
174,2145118,93,2020-11-04 06:39:10+00:00,alabama,0.634,0.352,0.014000000000000012
175,2157715,94,2020-11-04 06:55:35+00:00,alabama,0.634,0.353,0.013000000000000012
176,2159275,94,2020-11-04 07:10:16+00:00,alabama,0.633,0.353,0.014000000000000012
177,2230255,97,2020-11-04 08:02:25+00:00,alabama,0.632,0.355,0.013000000000000012
178,2279481,99,2020-11-04 17:07:25+00:00,alabama,0.622,0.364,0.014000000000000012
179,2294456,99,2020-11-04 20:19:14+00:00,alabama,0.623,0.363,0.014000000000000012
180,2294523,99,2020-11-04 20:23:33+00:00,alabama,0.623,0.363,0.014000000000000012
181,2297471,99,2020-11-04 20:58:46+00:00,alabama,0.623,0.363,0.014000000000000012
182,2297624,99,2020-11-04 21:08:16+00:00,alabama,0.623,0.363,0.014000000000000012
183,2297216,99,2020-11-06 18:37:30+00:00,alabama,0.623,0.363,0.014000000000000012
184,2309900,99,2020-11-06 22:25:48+00:00,alabama,0.621,0.365,0.014000000000000012
185,0,0,2020-11-04 08:38:22+00:00,arkansas,0.0,0.0,0.0
186,2119,0,2020-11-04 01:37:24+00:00,arkansas,0.602,0.366,0.03200000000000003
187,13130,1,2020-11-04 01:37:46+00:00,arkansas,0.736,0.235,0.029000000000000026
188,60945,5,2020-11-04 01:42:45+00:00,arkansas,0.694,0.284,0.02200000000000002
189,64224,5,2020-11-04 01:43:29+00:00,arkansas,0.7,0.277,0.02300000000000002
190,67746,5,2020-11-04 01:48:46+00:00,arkansas,0.699,0.279,0.02200000000000002
191,73207,6,2020-11-04 01:49:46+00:00,arkansas,0.705,0.273,0.02200000000000002
192,112053,9,2020-11-04 01:50:45+00:00,arkansas,0.685,0.293,0.02200000000000002
193,158484,12,2020-11-04 01:52:47+00:00,arkansas,0.668,0.308,0.02400000000000002
194,166955,13,2020-11-04 01:54:46+00:00,arkansas,0.674,0.302,0.02400000000000002
195,179877,14,2020-11-04 01:56:45+00:00,arkansas,0.682,0.294,0.02400000000000002
196,180308,14,2020-11-04 02:00:47+00:00,arkansas,0.681,0.295,0.02400000000000002
197,180990,14,2020-11-04 02:01:17+00:00,arkansas,0.681,0.294,0.02499999999999991
198,185120,15,2020-11-04 02:01:45+00:00,arkansas,0.682,0.294,0.02400000000000002
199,191879,15,2020-11-04 02:05:15+00:00,arkansas,0.679,0.296,0.02499999999999991
200,197897,16,2020-11-04 02:07:32+00:00,arkansas,0.683,0.292,0.02499999999999991
201,203539,16,2020-11-04 02:08:46+00:00,arkansas,0.684,0.292,0.02400000000000002
202,331194,26,2020-11-04 02:09:59+00:00,arkansas,0.563,0.413,0.02400000000000002
203,336739,27,2020-11-04 02:10:50+00:00,arkansas,0.565,0.411,0.02400000000000002
204,439509,35,2020-11-04 02:11:45+00:00,arkansas,0.575,0.4,0.025000000000000022
205,442939,35,2020-11-04 02:12:53+00:00,arkansas,0.573,0.403,0.02400000000000002
206,460611,36,2020-11-04 02:14:13+00:00,arkansas,0.579,0.396,0.025000000000000022
207,460612,36,2020-11-04 02:14:47+00:00,arkansas,0.579,0.396,0.025000000000000022
208,466464,37,2020-11-04 02:15:46+00:00,arkansas,0.582,0.394,0.02400000000000002
209,471312,37,2020-11-04 02:16:30+00:00,arkansas,0.582,0.393,0.025000000000000022
210,481420,38,2020-11-04 02:23:26+00:00,arkansas,0.582,0.393,0.025000000000000022
211,481890,38,2020-11-04 02:26:59+00:00,arkansas,0.583,0.393,0.02400000000000002
212,484663,38,2020-11-04 02:27:27+00:00,arkansas,0.584,0.392,0.02400000000000002
213,488676,38,2020-11-04 02:29:04+00:00,arkansas,0.585,0.39,0.025000000000000022
214,495309,39,2020-11-04 02:30:56+00:00,arkansas,0.585,0.39,0.025000000000000022
215,497058,39,2020-11-04 02:31:49+00:00,arkansas,0.586,0.389,0.025000000000000022
216,501150,39,2020-11-04 02:32:03+00:00,arkansas,0.587,0.388,0.025000000000000022
217,503998,40,2020-11-04 02:36:37+00:00,arkansas,0.586,0.388,0.026000000000000023
218,507203,40,2020-11-04 02:39:31+00:00,arkansas,0.588,0.387,0.025000000000000022
219,508213,40,2020-11-04 02:40:34+00:00,arkansas,0.587,0.388,0.025000000000000022
220,509308,40,2020-11-04 02:40:46+00:00,arkansas,0.587,0.388,0.025000000000000022
221,511632,40,2020-11-04 02:42:40+00:00,arkansas,0.588,0.386,0.026000000000000023
222,512593,40,2020-11-04 02:45:05+00:00,arkansas,0.589,0.386,0.025000000000000022
223,516520,41,2020-11-04 02:46:03+00:00,arkansas,0.59,0.384,0.026000000000000023
224,519995,41,2020-11-04 02:49:07+00:00,arkansas,0.592,0.383,0.025000000000000022
225,524813,41,2020-11-04 02:49:28+00:00,arkansas,0.593,0.382,0.025000000000000022
226,526522,41,2020-11-04 02:51:05+00:00,arkansas,0.594,0.381,0.025000000000000022
227,527570,42,2020-11-04 02:51:30+00:00,arkansas,0.594,0.38,0.026000000000000023
228,531069,42,2020-11-04 02:52:36+00:00,arkansas,0.596,0.379,0.025000000000000022
229,538562,42,2020-11-04 02:54:49+00:00,arkansas,0.599,0.376,0.025000000000000022
230,539649,42,2020-11-04 02:58:07+00:00,arkansas,0.599,0.376,0.025000000000000022
231,545441,43,2020-11-04 02:59:25+00:00,arkansas,0.601,0.373,0.026000000000000023
232,547210,43,2020-11-04 03:02:04+00:00,arkansas,0.601,0.373,0.026000000000000023
233,549262,43,2020-11-04 03:02:38+00:00,arkansas,0.602,0.373,0.025000000000000022
234,551084,43,2020-11-04 03:06:32+00:00,arkansas,0.602,0.372,0.026000000000000023
235,553227,44,2020-11-04 03:07:07+00:00,arkansas,0.603,0.371,0.026000000000000023
236,565730,45,2020-11-04 03:09:54+00:00,arkansas,0.606,0.368,0.026000000000000023
237,570886,45,2020-11-04 03:10:39+00:00,arkansas,0.608,0.367,0.025000000000000022
238,595253,47,2020-11-04 03:11:29+00:00,arkansas,0.613,0.361,0.026000000000000023
239,597284,47,2020-11-04 03:12:19+00:00,arkansas,0.613,0.361,0.026000000000000023
240,605752,48,2020-11-04 03:14:47+00:00,arkansas,0.616,0.358,0.026000000000000023
241,611464,48,2020-11-04 03:16:50+00:00,arkansas,0.617,0.357,0.026000000000000023
242,624285,49,2020-11-04 03:18:29+00:00,arkansas,0.619,0.355,0.026000000000000023
243,657541,52,2020-11-04 03:20:48+00:00,arkansas,0.622,0.353,0.025000000000000022
244,671410,53,2020-11-04 03:21:20+00:00,arkansas,0.623,0.351,0.026000000000000023
245,673837,53,2020-11-04 03:22:16+00:00,arkansas,0.623,0.352,0.025000000000000022
246,675573,53,2020-11-04 03:22:32+00:00,arkansas,0.623,0.351,0.026000000000000023
247,681809,54,2020-11-04 03:23:33+00:00,arkansas,0.624,0.35,0.026000000000000023
248,698826,55,2020-11-04 03:26:40+00:00,arkansas,0.628,0.346,0.026000000000000023
249,699410,55,2020-11-04 03:30:29+00:00,arkansas,0.628,0.346,0.026000000000000023
250,707768,56,2020-11-04 03:33:22+00:00,arkansas,0.627,0.347,0.026000000000000023
251,709007,56,2020-11-04 03:35:29+00:00,arkansas,0.627,0.347,0.026000000000000023
252,718409,57,2020-11-04 03:36:02+00:00,arkansas,0.629,0.345,0.026000000000000023
253,729232,57,2020-11-04 03:38:49+00:00,arkansas,0.631,0.343,0.026000000000000023
254,735794,58,2020-11-04 03:39:03+00:00,arkansas,0.632,0.342,0.026000000000000023
255,735894,58,2020-11-04 03:40:21+00:00,arkansas,0.632,0.342,0.026000000000000023
256,743250,59,2020-11-04 03:40:55+00:00,arkansas,0.633,0.34,0.026999999999999913
257,757357,60,2020-11-04 03:45:40+00:00,arkansas,0.633,0.341,0.026000000000000023
258,798536,63,2020-11-04 03:47:58+00:00,arkansas,0.634,0.339,0.026999999999999913
259,801876,63,2020-11-04 03:48:30+00:00,arkansas,0.634,0.339,0.026999999999999913
260,812457,64,2020-11-04 03:50:39+00:00,arkansas,0.636,0.337,0.026999999999999913
261,814149,64,2020-11-04 03:51:06+00:00,arkansas,0.636,0.337,0.026999999999999913
262,822060,65,2020-11-04 03:53:11+00:00,arkansas,0.637,0.336,0.026999999999999913
263,822082,65,2020-11-04 03:54:06+00:00,arkansas,0.637,0.336,0.026999999999999913
264,830219,65,2020-11-04 03:56:37+00:00,arkansas,0.638,0.335,0.026999999999999913
265,832112,66,2020-11-04 03:57:18+00:00,arkansas,0.639,0.335,0.026000000000000023
266,834581,66,2020-11-04 04:04:19+00:00,arkansas,0.639,0.335,0.026000000000000023
267,856147,67,2020-11-04 04:08:49+00:00,arkansas,0.643,0.331,0.026000000000000023
268,887590,70,2020-11-04 04:11:41+00:00,arkansas,0.647,0.326,0.026999999999999913
269,891055,70,2020-11-04 04:11:46+00:00,arkansas,0.648,0.325,0.026999999999999913
270,892644,70,2020-11-04 04:12:32+00:00,arkansas,0.648,0.325,0.026999999999999913
271,926583,73,2020-11-04 04:16:23+00:00,arkansas,0.648,0.325,0.026999999999999913
272,928801,73,2020-11-04 04:18:12+00:00,arkansas,0.648,0.324,0.028000000000000025
273,931801,73,2020-11-04 04:18:16+00:00,arkansas,0.65,0.323,0.026999999999999913
274,938855,74,2020-11-04 04:19:42+00:00,arkansas,0.648,0.325,0.026999999999999913
275,941267,74,2020-11-04 04:20:39+00:00,arkansas,0.648,0.324,0.028000000000000025
276,943486,74,2020-11-04 04:22:48+00:00,arkansas,0.649,0.324,0.026999999999999913
277,948688,75,2020-11-04 04:26:30+00:00,arkansas,0.649,0.323,0.028000000000000025
278,973718,77,2020-11-04 04:34:14+00:00,arkansas,0.642,0.33,0.028000000000000025
279,976367,77,2020-11-04 04:35:48+00:00,arkansas,0.642,0.33,0.028000000000000025
280,994022,78,2020-11-04 04:44:01+00:00,arkansas,0.637,0.336,0.026999999999999913
281,999879,79,2020-11-04 04:57:51+00:00,arkansas,0.638,0.335,0.026999999999999913
282,1003467,79,2020-11-04 05:01:45+00:00,arkansas,0.638,0.334,0.028000000000000025
283,1008923,79,2020-11-04 05:04:06+00:00,arkansas,0.637,0.335,0.028000000000000025
284,1009586,79,2020-11-04 05:06:08+00:00,arkansas,0.637,0.335,0.028000000000000025
285,1013230,80,2020-11-04 05:07:23+00:00,arkansas,0.637,0.335,0.028000000000000025
286,1013564,80,2020-11-04 05:09:55+00:00,arkansas,0.637,0.335,0.028000000000000025
287,1032303,81,2020-11-04 05:12:11+00:00,arkansas,0.636,0.336,0.028000000000000025
288,1050915,83,2020-11-04 05:14:22+00:00,arkansas,0.633,0.339,0.028000000000000025
289,1087494,86,2020-11-04 05:21:19+00:00,arkansas,0.637,0.335,0.028000000000000025
290,1180961,93,2020-11-04 05:31:10+00:00,arkansas,0.627,0.345,0.028000000000000025
291,1183783,93,2020-11-04 05:37:13+00:00,arkansas,0.627,0.345,0.028000000000000025
292,1184070,93,2020-11-04 05:41:54+00:00,arkansas,0.627,0.345,0.028000000000000025
293,1185056,93,2020-11-04 05:48:28+00:00,arkansas,0.626,0.345,0.029000000000000026
294,1197343,94,2020-11-04 06:33:42+00:00,arkansas,0.626,0.346,0.028000000000000025
295,1197356,94,2020-11-04 06:37:41+00:00,arkansas,0.626,0.346,0.028000000000000025
296,1198055,94,2020-11-04 07:00:19+00:00,arkansas,0.626,0.346,0.028000000000000025
297,1198076,94,2020-11-04 14:36:42+00:00,arkansas,0.626,0.346,0.028000000000000025
298,1198100,94,2020-11-04 17:16:41+00:00,arkansas,0.626,0.346,0.028000000000000025
299,1207223,95,2020-11-04 18:51:43+00:00,arkansas,0.627,0.345,0.028000000000000025
300,1207308,95,2020-11-04 20:10:45+00:00,arkansas,0.627,0.345,0.028000000000000025
301,1207484,95,2020-11-04 20:18:41+00:00,arkansas,0.627,0.345,0.028000000000000025
302,1207484,99,2020-11-04 21:43:00+00:00,arkansas,0.627,0.345,0.028000000000000025
303,1211482,99,2020-11-04 22:26:42+00:00,arkansas,0.627,0.344,0.029000000000000026
304,1213314,99,2020-11-04 23:44:41+00:00,arkansas,0.627,0.345,0.028000000000000025
