,votes,eevp,timestamp,state,vote_share_rep,vote_share_dem,vote_share_trd
4583,5531329,99,2020-11-10 22:03:49+00:00,michigan,0.479,0.505,0.016000000000000014
4584,5531882,99,2020-11-12 22:03:58+00:00,michigan,0.479,0.505,0.016000000000000014
4585,5533239,99,2020-11-13 22:23:52+00:00,michigan,0.479,0.505,0.016000000000000014
4586,0,0,2020-11-04 09:55:44+00:00,minnesota,0.0,0.0,0.0
4587,254095,7,2020-11-04 02:31:47+00:00,minnesota,0.285,0.697,0.018000000000000016
4588,273168,8,2020-11-04 02:36:54+00:00,minnesota,0.301,0.677,0.02200000000000002
4589,656181,19,2020-11-04 02:42:28+00:00,minnesota,0.304,0.676,0.020000000000000018
4590,656769,19,2020-11-04 02:44:00+00:00,minnesota,0.305,0.676,0.018999999999999906
4591,657053,19,2020-11-04 02:47:21+00:00,minnesota,0.305,0.676,0.018999999999999906
4592,873556,26,2020-11-04 02:49:26+00:00,minnesota,0.319,0.661,0.020000000000000018
4593,879864,26,2020-11-04 02:53:51+00:00,minnesota,0.32,0.66,0.020000000000000018
4594,989934,29,2020-11-04 03:00:48+00:00,minnesota,0.338,0.642,0.020000000000000018
4595,1107094,32,2020-11-04 03:10:10+00:00,minnesota,0.361,0.619,0.020000000000000018
4596,1107728,32,2020-11-04 03:16:50+00:00,minnesota,0.361,0.619,0.020000000000000018
4597,1107768,32,2020-11-04 03:21:23+00:00,minnesota,0.361,0.619,0.020000000000000018
4598,1137624,33,2020-11-04 03:22:01+00:00,minnesota,0.364,0.616,0.020000000000000018
4599,1149247,34,2020-11-04 03:25:36+00:00,minnesota,0.366,0.614,0.020000000000000018
4600,1211969,35,2020-11-04 03:30:50+00:00,minnesota,0.37,0.609,0.02100000000000002
4601,1237404,36,2020-11-04 03:31:51+00:00,minnesota,0.37,0.609,0.02100000000000002
4602,1243486,36,2020-11-04 03:33:07+00:00,minnesota,0.372,0.608,0.020000000000000018
4603,1249290,37,2020-11-04 03:37:36+00:00,minnesota,0.372,0.607,0.02100000000000002
4604,1300222,38,2020-11-04 03:42:54+00:00,minnesota,0.378,0.602,0.020000000000000018
4605,1300276,38,2020-11-04 03:43:52+00:00,minnesota,0.378,0.602,0.020000000000000018
4606,1300304,38,2020-11-04 03:46:20+00:00,minnesota,0.378,0.602,0.020000000000000018
4607,1301914,38,2020-11-04 03:48:19+00:00,minnesota,0.378,0.602,0.020000000000000018
4608,1312460,38,2020-11-04 03:50:20+00:00,minnesota,0.38,0.6,0.020000000000000018
4609,1419021,42,2020-11-04 03:51:20+00:00,minnesota,0.392,0.587,0.02100000000000002
4610,1420621,42,2020-11-04 03:56:00+00:00,minnesota,0.393,0.587,0.020000000000000018
4611,1424056,42,2020-11-04 03:56:34+00:00,minnesota,0.393,0.586,0.02100000000000002
4612,1425046,42,2020-11-04 03:56:42+00:00,minnesota,0.394,0.586,0.020000000000000018
4613,1425651,42,2020-11-04 03:58:32+00:00,minnesota,0.393,0.586,0.02100000000000002
4614,1510684,44,2020-11-04 04:00:26+00:00,minnesota,0.394,0.577,0.029000000000000026
4615,1510693,44,2020-11-04 04:00:55+00:00,minnesota,0.394,0.577,0.029000000000000026
4616,1511429,44,2020-11-04 04:06:06+00:00,minnesota,0.394,0.576,0.030000000000000027
4617,1516407,44,2020-11-04 04:08:28+00:00,minnesota,0.4,0.579,0.02100000000000002
4618,1518902,44,2020-11-04 04:09:35+00:00,minnesota,0.401,0.579,0.020000000000000018
4619,1582143,46,2020-11-04 04:11:40+00:00,minnesota,0.406,0.574,0.020000000000000018
4620,1583375,46,2020-11-04 04:14:11+00:00,minnesota,0.407,0.573,0.020000000000000018
4621,1583386,46,2020-11-04 04:16:57+00:00,minnesota,0.406,0.573,0.02100000000000002
4622,1590227,47,2020-11-04 04:20:14+00:00,minnesota,0.408,0.572,0.020000000000000018
4623,1828768,54,2020-11-04 04:20:44+00:00,minnesota,0.421,0.559,0.020000000000000018
4624,1828784,54,2020-11-04 04:23:03+00:00,minnesota,0.421,0.559,0.020000000000000018
4625,1830835,54,2020-11-04 04:24:09+00:00,minnesota,0.421,0.558,0.020999999999999908
4626,1836611,54,2020-11-04 04:26:46+00:00,minnesota,0.421,0.559,0.020000000000000018
4627,1836647,54,2020-11-04 04:28:34+00:00,minnesota,0.421,0.559,0.020000000000000018
4628,1836796,54,2020-11-04 04:31:23+00:00,minnesota,0.421,0.558,0.020999999999999908
4629,2033579,60,2020-11-04 04:32:26+00:00,minnesota,0.434,0.545,0.020999999999999908
4630,2033609,60,2020-11-04 04:32:46+00:00,minnesota,0.434,0.545,0.020999999999999908
4631,2042773,60,2020-11-04 04:33:47+00:00,minnesota,0.434,0.545,0.020999999999999908
4632,2045867,60,2020-11-04 04:34:57+00:00,minnesota,0.435,0.544,0.020999999999999908
4633,2049828,60,2020-11-04 04:35:54+00:00,minnesota,0.435,0.544,0.020999999999999908
4634,2056680,60,2020-11-04 04:36:36+00:00,minnesota,0.435,0.544,0.020999999999999908
4635,2066402,61,2020-11-04 04:37:23+00:00,minnesota,0.436,0.543,0.020999999999999908
4636,2069583,61,2020-11-04 04:37:38+00:00,minnesota,0.437,0.542,0.020999999999999908
4637,2071091,61,2020-11-04 04:37:55+00:00,minnesota,0.437,0.542,0.020999999999999908
4638,1876245,61,2020-11-04 04:38:43+00:00,minnesota,0.425,0.555,0.020000000000000018
4639,1876596,61,2020-11-04 04:39:42+00:00,minnesota,0.425,0.555,0.020000000000000018
4640,2021749,61,2020-11-04 04:40:22+00:00,minnesota,0.431,0.549,0.020000000000000018
4641,2021809,61,2020-11-04 04:46:22+00:00,minnesota,0.431,0.549,0.020000000000000018
4642,2031199,61,2020-11-04 04:46:37+00:00,minnesota,0.431,0.548,0.020999999999999908
4643,2037243,61,2020-11-04 04:48:33+00:00,minnesota,0.432,0.548,0.020000000000000018
4644,2037256,61,2020-11-04 04:51:31+00:00,minnesota,0.432,0.548,0.020000000000000018
4645,2103621,62,2020-11-04 04:51:49+00:00,minnesota,0.432,0.548,0.020000000000000018
4646,2105183,62,2020-11-04 04:52:21+00:00,minnesota,0.432,0.548,0.020000000000000018
4647,2105188,62,2020-11-04 04:53:48+00:00,minnesota,0.432,0.548,0.020000000000000018
4648,2105251,62,2020-11-04 04:54:53+00:00,minnesota,0.432,0.548,0.020000000000000018
4649,2105826,62,2020-11-04 04:56:08+00:00,minnesota,0.432,0.548,0.020000000000000018
4650,2109780,62,2020-11-04 04:57:01+00:00,minnesota,0.433,0.547,0.020000000000000018
4651,2109861,62,2020-11-04 04:57:22+00:00,minnesota,0.433,0.547,0.020000000000000018
4652,2111692,62,2020-11-04 04:57:44+00:00,minnesota,0.433,0.547,0.020000000000000018
4653,2138460,63,2020-11-04 04:59:22+00:00,minnesota,0.436,0.544,0.020000000000000018
4654,2138463,63,2020-11-04 05:01:30+00:00,minnesota,0.436,0.544,0.020000000000000018
4655,2138541,63,2020-11-04 05:05:00+00:00,minnesota,0.436,0.544,0.020000000000000018
4656,2145656,63,2020-11-04 05:07:15+00:00,minnesota,0.435,0.544,0.020999999999999908
4657,2156420,63,2020-11-04 05:07:56+00:00,minnesota,0.436,0.544,0.020000000000000018
4658,2222184,65,2020-11-04 05:09:40+00:00,minnesota,0.441,0.539,0.020000000000000018
4659,2222190,65,2020-11-04 05:11:09+00:00,minnesota,0.441,0.539,0.020000000000000018
4660,2224909,65,2020-11-04 05:15:39+00:00,minnesota,0.441,0.539,0.020000000000000018
4661,2224994,65,2020-11-04 05:16:12+00:00,minnesota,0.441,0.539,0.020000000000000018
4662,2224997,65,2020-11-04 05:18:34+00:00,minnesota,0.441,0.539,0.020000000000000018
4663,2279780,67,2020-11-04 05:19:48+00:00,minnesota,0.444,0.535,0.020999999999999908
4664,2279806,67,2020-11-04 05:22:06+00:00,minnesota,0.444,0.535,0.020999999999999908
4665,2280430,67,2020-11-04 05:25:22+00:00,minnesota,0.444,0.535,0.020999999999999908
4666,2280521,67,2020-11-04 05:26:44+00:00,minnesota,0.444,0.535,0.020999999999999908
4667,2289553,67,2020-11-04 05:28:52+00:00,minnesota,0.445,0.535,0.020000000000000018
4668,2291186,67,2020-11-04 05:30:22+00:00,minnesota,0.445,0.535,0.020000000000000018
4669,2580343,76,2020-11-04 05:30:39+00:00,minnesota,0.428,0.552,0.020000000000000018
4670,2588993,76,2020-11-04 05:30:50+00:00,minnesota,0.428,0.551,0.020999999999999908
4671,2588996,76,2020-11-04 05:32:28+00:00,minnesota,0.428,0.551,0.020999999999999908
4672,2589089,76,2020-11-04 05:36:04+00:00,minnesota,0.428,0.551,0.020999999999999908
4673,2589869,76,2020-11-04 05:36:16+00:00,minnesota,0.429,0.551,0.020000000000000018
4674,2590168,76,2020-11-04 05:36:50+00:00,minnesota,0.429,0.551,0.020000000000000018
4675,2590776,76,2020-11-04 05:36:55+00:00,minnesota,0.429,0.551,0.020000000000000018
4676,2656134,78,2020-11-04 05:39:33+00:00,minnesota,0.434,0.546,0.020000000000000018
4677,2657290,78,2020-11-04 05:41:00+00:00,minnesota,0.434,0.546,0.020000000000000018
4678,2657458,78,2020-11-04 05:41:39+00:00,minnesota,0.434,0.546,0.020000000000000018
4679,2669979,78,2020-11-04 05:44:28+00:00,minnesota,0.435,0.544,0.020999999999999908
4680,2669999,78,2020-11-04 05:46:24+00:00,minnesota,0.435,0.544,0.020999999999999908
4681,2670002,78,2020-11-04 05:47:07+00:00,minnesota,0.435,0.544,0.020999999999999908
4682,2671911,78,2020-11-04 05:47:15+00:00,minnesota,0.435,0.544,0.020999999999999908
4683,2711357,79,2020-11-04 05:50:15+00:00,minnesota,0.437,0.543,0.020000000000000018
4684,2711402,79,2020-11-04 05:58:42+00:00,minnesota,0.437,0.543,0.020000000000000018
4685,2787937,82,2020-11-04 05:59:17+00:00,minnesota,0.439,0.54,0.020999999999999908
4686,2787956,82,2020-11-04 06:00:59+00:00,minnesota,0.439,0.54,0.020999999999999908
4687,2793095,82,2020-11-04 06:02:35+00:00,minnesota,0.44,0.54,0.020000000000000018
4688,2793104,82,2020-11-04 06:03:07+00:00,minnesota,0.44,0.54,0.020000000000000018
4689,2793202,82,2020-11-04 06:08:18+00:00,minnesota,0.44,0.54,0.020000000000000018
4690,2843132,83,2020-11-04 06:09:14+00:00,minnesota,0.443,0.537,0.020000000000000018
4691,2843155,83,2020-11-04 06:13:10+00:00,minnesota,0.443,0.537,0.020000000000000018
4692,2843156,83,2020-11-04 06:16:06+00:00,minnesota,0.443,0.537,0.020000000000000018
4693,2877872,84,2020-11-04 06:18:55+00:00,minnesota,0.445,0.535,0.020000000000000018
4694,2917855,85,2020-11-04 06:28:59+00:00,minnesota,0.445,0.535,0.020000000000000018
4695,2988838,88,2020-11-04 06:39:00+00:00,minnesota,0.447,0.532,0.020999999999999908
4696,2988853,88,2020-11-04 06:42:21+00:00,minnesota,0.447,0.532,0.020999999999999908
4697,3000288,88,2020-11-04 06:45:44+00:00,minnesota,0.448,0.532,0.020000000000000018
4698,3066141,90,2020-11-04 06:48:55+00:00,minnesota,0.449,0.531,0.020000000000000018
4699,3066156,90,2020-11-04 06:52:17+00:00,minnesota,0.449,0.531,0.020000000000000018
4700,3066160,90,2020-11-04 06:53:31+00:00,minnesota,0.449,0.531,0.020000000000000018
4701,3067001,90,2020-11-04 06:58:49+00:00,minnesota,0.449,0.531,0.020000000000000018
4702,3071907,90,2020-11-04 07:08:51+00:00,minnesota,0.449,0.531,0.020000000000000018
4703,3071942,90,2020-11-04 07:09:50+00:00,minnesota,0.449,0.531,0.020000000000000018
4704,3086686,90,2020-11-04 07:18:51+00:00,minnesota,0.449,0.53,0.020999999999999908
4705,3114656,91,2020-11-04 07:28:52+00:00,minnesota,0.451,0.529,0.020000000000000018
4706,3130473,92,2020-11-04 07:38:50+00:00,minnesota,0.452,0.527,0.020999999999999908
4707,3130479,92,2020-11-04 07:42:25+00:00,minnesota,0.452,0.527,0.020999999999999908
4708,3141575,92,2020-11-04 07:48:51+00:00,minnesota,0.453,0.526,0.020999999999999908
4709,3141582,92,2020-11-04 07:55:22+00:00,minnesota,0.453,0.526,0.020999999999999908
4710,3145558,92,2020-11-04 07:58:49+00:00,minnesota,0.453,0.526,0.020999999999999908
4711,3145607,92,2020-11-04 08:07:58+00:00,minnesota,0.453,0.526,0.020999999999999908
4712,3146056,92,2020-11-04 08:08:49+00:00,minnesota,0.453,0.526,0.020999999999999908
4713,3150808,92,2020-11-04 08:12:19+00:00,minnesota,0.454,0.526,0.020000000000000018
4714,3151184,92,2020-11-04 08:14:04+00:00,minnesota,0.454,0.526,0.020000000000000018
4715,3151294,92,2020-11-04 08:18:48+00:00,minnesota,0.454,0.526,0.020000000000000018
4716,3151310,92,2020-11-04 08:22:01+00:00,minnesota,0.454,0.526,0.020000000000000018
4717,3152986,92,2020-11-04 08:28:48+00:00,minnesota,0.454,0.526,0.020000000000000018
4718,3170890,93,2020-11-04 08:38:48+00:00,minnesota,0.453,0.527,0.020000000000000018
4719,3171823,93,2020-11-04 08:48:48+00:00,minnesota,0.453,0.527,0.020000000000000018
4720,3172197,93,2020-11-04 08:58:50+00:00,minnesota,0.453,0.527,0.020000000000000018
4721,3172225,93,2020-11-04 09:03:25+00:00,minnesota,0.453,0.527,0.020000000000000018
4722,3172365,93,2020-11-04 09:08:48+00:00,minnesota,0.453,0.527,0.020000000000000018
4723,3181753,93,2020-11-04 09:18:53+00:00,minnesota,0.453,0.526,0.020999999999999908
4724,3182195,93,2020-11-04 09:28:48+00:00,minnesota,0.453,0.526,0.020999999999999908
4725,3183051,93,2020-11-04 09:38:48+00:00,minnesota,0.453,0.526,0.020999999999999908
4726,3183341,93,2020-11-04 09:48:48+00:00,minnesota,0.453,0.526,0.020999999999999908
4727,3188678,93,2020-11-04 09:58:50+00:00,minnesota,0.453,0.526,0.020999999999999908
4728,3189298,93,2020-11-04 10:08:55+00:00,minnesota,0.453,0.526,0.020999999999999908
4729,3190229,93,2020-11-04 10:18:49+00:00,minnesota,0.453,0.526,0.020999999999999908
4730,3190637,93,2020-11-04 10:28:50+00:00,minnesota,0.453,0.526,0.020999999999999908
4731,3193224,94,2020-11-04 10:39:17+00:00,minnesota,0.454,0.526,0.020000000000000018
4732,3193701,94,2020-11-04 10:48:48+00:00,minnesota,0.454,0.526,0.020000000000000018
4733,3196671,94,2020-11-04 10:58:48+00:00,minnesota,0.454,0.526,0.020000000000000018
4734,3196739,94,2020-11-04 11:08:48+00:00,minnesota,0.454,0.526,0.020000000000000018
4735,3197394,94,2020-11-04 14:58:50+00:00,minnesota,0.454,0.526,0.020000000000000018
4736,3199488,94,2020-11-04 15:16:28+00:00,minnesota,0.454,0.526,0.020000000000000018
4737,3199823,94,2020-11-04 15:16:58+00:00,minnesota,0.454,0.526,0.020000000000000018
4738,3200448,94,2020-11-04 15:18:49+00:00,minnesota,0.454,0.526,0.020000000000000018
4739,3200708,94,2020-11-04 15:28:50+00:00,minnesota,0.454,0.526,0.020000000000000018
4740,3201243,94,2020-11-04 15:48:51+00:00,minnesota,0.454,0.526,0.020000000000000018
4741,3201990,94,2020-11-04 15:58:51+00:00,minnesota,0.454,0.526,0.020000000000000018
4742,3202507,94,2020-11-04 16:18:51+00:00,minnesota,0.454,0.525,0.020999999999999908
4743,3203846,94,2020-11-04 16:38:49+00:00,minnesota,0.454,0.525,0.020999999999999908
4744,3208120,94,2020-11-04 17:08:50+00:00,minnesota,0.454,0.525,0.020999999999999908
4745,3209490,94,2020-11-04 17:38:48+00:00,minnesota,0.454,0.525,0.020999999999999908
4746,3211231,94,2020-11-04 17:48:52+00:00,minnesota,0.454,0.525,0.020999999999999908
4747,3213000,94,2020-11-04 17:58:51+00:00,minnesota,0.454,0.526,0.020000000000000018
4748,3213827,94,2020-11-04 18:08:49+00:00,minnesota,0.454,0.526,0.020000000000000018
4749,3215288,94,2020-11-04 18:18:49+00:00,minnesota,0.454,0.526,0.020000000000000018
4750,3215684,94,2020-11-04 18:28:52+00:00,minnesota,0.454,0.526,0.020000000000000018
4751,3216286,94,2020-11-04 18:48:51+00:00,minnesota,0.454,0.526,0.020000000000000018
4752,3217489,94,2020-11-04 19:08:49+00:00,minnesota,0.454,0.526,0.020000000000000018
4753,3219182,94,2020-11-04 19:28:50+00:00,minnesota,0.454,0.526,0.020000000000000018
4754,3219908,94,2020-11-04 19:48:48+00:00,minnesota,0.454,0.526,0.020000000000000018
4755,3221109,94,2020-11-04 19:58:49+00:00,minnesota,0.454,0.526,0.020000000000000018
4756,3221776,94,2020-11-04 20:08:49+00:00,minnesota,0.454,0.526,0.020000000000000018
4757,3221875,94,2020-11-04 20:38:49+00:00,minnesota,0.454,0.526,0.020000000000000018
4758,3222041,94,2020-11-04 20:49:00+00:00,minnesota,0.454,0.526,0.020000000000000018
4759,3222296,94,2020-11-04 20:58:50+00:00,minnesota,0.454,0.526,0.020000000000000018
4760,3222487,94,2020-11-04 21:08:58+00:00,minnesota,0.454,0.526,0.020000000000000018
4761,3223032,94,2020-11-04 21:18:52+00:00,minnesota,0.454,0.526,0.020000000000000018
4762,3223200,94,2020-11-04 21:48:50+00:00,minnesota,0.454,0.526,0.020000000000000018
4763,3223455,94,2020-11-04 21:58:52+00:00,minnesota,0.454,0.526,0.020000000000000018
4764,3223830,94,2020-11-04 22:08:49+00:00,minnesota,0.454,0.526,0.020000000000000018
4765,3227153,94,2020-11-04 22:18:49+00:00,minnesota,0.454,0.525,0.020999999999999908
4766,3227157,94,2020-11-04 22:28:48+00:00,minnesota,0.454,0.525,0.020999999999999908
4767,3227159,94,2020-11-04 22:38:51+00:00,minnesota,0.454,0.525,0.020999999999999908
4768,3227166,94,2020-11-04 22:48:49+00:00,minnesota,0.454,0.525,0.020999999999999908
4769,3227169,94,2020-11-04 22:58:48+00:00,minnesota,0.454,0.525,0.020999999999999908
4770,3228684,95,2020-11-04 23:08:51+00:00,minnesota,0.454,0.525,0.020999999999999908
4771,3228709,95,2020-11-04 23:18:48+00:00,minnesota,0.454,0.525,0.020999999999999908
4772,3231491,95,2020-11-04 23:43:50+00:00,minnesota,0.454,0.525,0.020999999999999908
4773,3231638,95,2020-11-04 23:59:52+00:00,minnesota,0.454,0.525,0.020999999999999908
4774,3232130,95,2020-11-05 00:10:49+00:00,minnesota,0.454,0.525,0.020999999999999908
4775,3232386,95,2020-11-05 00:25:51+00:00,minnesota,0.454,0.525,0.020999999999999908
4776,3241359,95,2020-11-05 00:29:49+00:00,minnesota,0.454,0.526,0.020000000000000018
4777,3241935,95,2020-11-05 00:40:58+00:00,minnesota,0.454,0.526,0.020000000000000018
4778,3247653,95,2020-11-05 01:38:48+00:00,minnesota,0.454,0.526,0.020000000000000018
4779,3256762,95,2020-11-05 01:48:48+00:00,minnesota,0.454,0.525,0.020999999999999908
4780,3257234,95,2020-11-05 03:18:46+00:00,minnesota,0.454,0.525,0.020999999999999908
4781,3257243,95,2020-11-05 03:28:48+00:00,minnesota,0.454,0.525,0.020999999999999908
4782,3257272,95,2020-11-05 03:38:44+00:00,minnesota,0.454,0.525,0.020999999999999908
4783,3257303,95,2020-11-05 03:48:51+00:00,minnesota,0.454,0.525,0.020999999999999908
4784,3257315,95,2020-11-05 03:58:47+00:00,minnesota,0.454,0.525,0.020999999999999908
4785,3257327,95,2020-11-05 04:08:43+00:00,minnesota,0.454,0.525,0.020999999999999908
4786,3257340,95,2020-11-05 04:18:47+00:00,minnesota,0.454,0.525,0.020999999999999908
4787,3257346,95,2020-11-05 04:28:47+00:00,minnesota,0.454,0.525,0.020999999999999908
4788,3257379,95,2020-11-05 04:38:53+00:00,minnesota,0.454,0.525,0.020999999999999908
4789,3257381,95,2020-11-05 04:48:54+00:00,minnesota,0.454,0.525,0.020999999999999908
4790,3257393,95,2020-11-05 04:58:43+00:00,minnesota,0.454,0.525,0.020999999999999908
4791,3257404,95,2020-11-05 05:08:48+00:00,minnesota,0.454,0.525,0.020999999999999908
4792,3257417,95,2020-11-05 05:18:44+00:00,minnesota,0.454,0.525,0.020999999999999908
4793,3257439,95,2020-11-05 05:28:45+00:00,minnesota,0.454,0.525,0.020999999999999908
4794,3257459,95,2020-11-05 05:38:43+00:00,minnesota,0.454,0.525,0.020999999999999908
4795,3257476,95,2020-11-05 05:48:52+00:00,minnesota,0.454,0.525,0.020999999999999908
4796,3257487,95,2020-11-05 05:58:45+00:00,minnesota,0.454,0.525,0.020999999999999908
4797,3257495,95,2020-11-05 06:08:45+00:00,minnesota,0.454,0.525,0.020999999999999908
4798,3257498,95,2020-11-05 15:58:43+00:00,minnesota,0.454,0.525,0.020999999999999908
4799,3257507,95,2020-11-05 16:38:46+00:00,minnesota,0.454,0.525,0.020999999999999908
4800,3257514,95,2020-11-05 18:18:53+00:00,minnesota,0.454,0.525,0.020999999999999908
4801,3257562,95,2020-11-05 18:28:50+00:00,minnesota,0.454,0.525,0.020999999999999908
4802,3257587,95,2020-11-05 20:28:38+00:00,minnesota,0.454,0.525,0.020999999999999908
4803,3259112,95,2020-11-05 20:38:40+00:00,minnesota,0.454,0.525,0.020999999999999908
4804,3259179,95,2020-11-05 20:58:38+00:00,minnesota,0.454,0.525,0.020999999999999908
4805,3260094,95,2020-11-05 21:08:39+00:00,minnesota,0.454,0.525,0.020999999999999908
4806,3260471,95,2020-11-05 21:18:40+00:00,minnesota,0.454,0.525,0.020999999999999908
4807,3260857,95,2020-11-05 21:28:38+00:00,minnesota,0.454,0.525,0.020999999999999908
4808,3260946,95,2020-11-05 21:38:38+00:00,minnesota,0.454,0.525,0.020999999999999908
4809,3261008,95,2020-11-05 21:48:38+00:00,minnesota,0.454,0.525,0.020999999999999908
4810,3261285,95,2020-11-05 21:58:38+00:00,minnesota,0.454,0.525,0.020999999999999908
4811,3261528,96,2020-11-05 22:18:38+00:00,minnesota,0.454,0.525,0.020999999999999908
4812,3261612,96,2020-11-05 22:28:39+00:00,minnesota,0.454,0.525,0.020999999999999908
4813,3261712,96,2020-11-05 22:38:38+00:00,minnesota,0.454,0.525,0.020999999999999908
4814,3261749,96,2020-11-05 22:48:39+00:00,minnesota,0.454,0.525,0.020999999999999908
4815,3262021,96,2020-11-05 22:58:38+00:00,minnesota,0.454,0.525,0.020999999999999908
4816,3262190,96,2020-11-05 23:08:37+00:00,minnesota,0.454,0.525,0.020999999999999908
4817,3262545,96,2020-11-06 00:28:38+00:00,minnesota,0.454,0.525,0.020999999999999908
4818,3262546,96,2020-11-06 00:58:38+00:00,minnesota,0.454,0.525,0.020999999999999908
4819,3268532,96,2020-11-06 15:41:17+00:00,minnesota,0.454,0.525,0.020999999999999908
4820,3269618,96,2020-11-06 15:42:44+00:00,minnesota,0.454,0.525,0.020999999999999908
4821,3269777,96,2020-11-06 16:03:20+00:00,minnesota,0.454,0.525,0.020999999999999908
4822,3269785,96,2020-11-06 17:08:41+00:00,minnesota,0.454,0.525,0.020999999999999908
4823,3269786,96,2020-11-06 17:18:38+00:00,minnesota,0.454,0.525,0.020999999999999908
4824,3269790,96,2020-11-06 17:28:39+00:00,minnesota,0.454,0.525,0.020999999999999908
4825,3269805,96,2020-11-06 18:10:48+00:00,minnesota,0.454,0.525,0.020999999999999908
4826,3269821,96,2020-11-06 18:15:35+00:00,minnesota,0.454,0.525,0.020999999999999908
4827,3269921,96,2020-11-06 18:17:57+00:00,minnesota,0.454,0.525,0.020999999999999908
4828,3269923,96,2020-11-06 18:22:58+00:00,minnesota,0.454,0.525,0.020999999999999908
4829,3269928,96,2020-11-06 18:25:34+00:00,minnesota,0.454,0.525,0.020999999999999908
4830,3269932,96,2020-11-06 18:27:28+00:00,minnesota,0.454,0.525,0.020999999999999908
4831,3269946,96,2020-11-06 18:29:56+00:00,minnesota,0.454,0.525,0.020999999999999908
4832,3270572,96,2020-11-06 18:38:27+00:00,minnesota,0.454,0.525,0.020999999999999908
4833,3270575,96,2020-11-06 18:45:20+00:00,minnesota,0.454,0.525,0.020999999999999908
4834,3270578,96,2020-11-06 18:50:08+00:00,minnesota,0.454,0.525,0.020999999999999908
4835,3270582,96,2020-11-06 18:55:50+00:00,minnesota,0.454,0.525,0.020999999999999908
4836,3270707,96,2020-11-06 19:08:38+00:00,minnesota,0.454,0.525,0.020999999999999908
4837,3270711,96,2020-11-06 19:18:38+00:00,minnesota,0.454,0.525,0.020999999999999908
4838,3270734,96,2020-11-06 19:28:40+00:00,minnesota,0.454,0.525,0.020999999999999908
4839,3270736,96,2020-11-06 19:58:38+00:00,minnesota,0.454,0.525,0.020999999999999908
4840,3270738,96,2020-11-06 20:48:37+00:00,minnesota,0.454,0.525,0.020999999999999908
4841,3270742,96,2020-11-06 21:08:40+00:00,minnesota,0.454,0.525,0.020999999999999908
4842,3270744,96,2020-11-06 21:18:39+00:00,minnesota,0.454,0.525,0.020999999999999908
4843,3270798,96,2020-11-06 21:28:39+00:00,minnesota,0.454,0.525,0.020999999999999908
4844,3270799,96,2020-11-06 21:48:41+00:00,minnesota,0.454,0.525,0.020999999999999908
4845,3270801,96,2020-11-06 21:58:38+00:00,minnesota,0.454,0.525,0.020999999999999908
4846,3270802,96,2020-11-06 22:08:38+00:00,minnesota,0.454,0.525,0.020999999999999908
4847,3270816,96,2020-11-06 22:18:39+00:00,minnesota,0.454,0.525,0.020999999999999908
4848,3270818,96,2020-11-06 22:28:39+00:00,minnesota,0.454,0.525,0.020999999999999908
4849,3270821,96,2020-11-06 22:38:37+00:00,minnesota,0.454,0.525,0.020999999999999908
4850,3270827,96,2020-11-06 22:48:38+00:00,minnesota,0.454,0.525,0.020999999999999908
4851,3270831,96,2020-11-06 22:58:43+00:00,minnesota,0.454,0.525,0.020999999999999908
4852,3270835,96,2020-11-06 23:08:39+00:00,minnesota,0.454,0.525,0.020999999999999908
4853,3270904,96,2020-11-06 23:18:38+00:00,minnesota,0.454,0.525,0.020999999999999908
4854,3270915,96,2020-11-07 00:28:42+00:00,minnesota,0.454,0.525,0.020999999999999908
4855,3270921,96,2020-11-07 15:08:37+00:00,minnesota,0.454,0.525,0.020999999999999908
4856,3270982,96,2020-11-07 15:18:42+00:00,minnesota,0.454,0.525,0.020999999999999908
4857,3271092,96,2020-11-07 15:28:38+00:00,minnesota,0.454,0.525,0.020999999999999908
4858,3271156,96,2020-11-07 15:38:37+00:00,minnesota,0.454,0.525,0.020999999999999908
4859,3271184,96,2020-11-07 15:48:46+00:00,minnesota,0.454,0.525,0.020999999999999908
4860,3271288,96,2020-11-07 20:28:46+00:00,minnesota,0.454,0.525,0.020999999999999908
4861,3271288,99,2020-11-08 16:28:28+00:00,minnesota,0.454,0.525,0.020999999999999908
4862,3271291,99,2020-11-09 17:28:39+00:00,minnesota,0.454,0.525,0.020999999999999908
4863,3271292,99,2020-11-09 17:58:40+00:00,minnesota,0.454,0.525,0.020999999999999908
4864,3271293,99,2020-11-09 18:08:41+00:00,minnesota,0.454,0.525,0.020999999999999908
4865,3271294,99,2020-11-09 18:18:38+00:00,minnesota,0.454,0.525,0.020999999999999908
4866,3271297,99,2020-11-09 18:45:16+00:00,minnesota,0.454,0.525,0.020999999999999908
4867,3271304,99,2020-11-09 18:47:42+00:00,minnesota,0.454,0.525,0.020999999999999908
4868,3271307,99,2020-11-09 18:53:33+00:00,minnesota,0.454,0.525,0.020999999999999908
4869,3271308,99,2020-11-09 18:55:53+00:00,minnesota,0.454,0.525,0.020999999999999908
4870,3271314,99,2020-11-09 18:56:53+00:00,minnesota,0.454,0.525,0.020999999999999908
4871,3271326,99,2020-11-09 19:09:54+00:00,minnesota,0.454,0.525,0.020999999999999908
4872,3271329,99,2020-11-09 21:18:42+00:00,minnesota,0.454,0.525,0.020999999999999908
4873,3270529,99,2020-11-09 21:36:09+00:00,minnesota,0.454,0.525,0.020999999999999908
